	course	0	1	2	3	4	5	6	7
1493	SPAN 250	Latin American Studies	Spanish						
1494	SPAN 250H	Latin American Studies	Spanish						
1495	SPAN 251	Latin American Studies	Spanish						
1464	SPAN 252	Jewish Studies	Latin American Studies	Medieval Renaissance Studies	Middle Eastern Studies	Spanish			
1496	SPAN 253	Latin American Studies	Spanish						
198	SPAN 255	American Studies	Architecture						
1497	SPAN 257	Latin American Studies	Spanish						
1498	SPAN 258H	Latin American Studies	Spanish						
1593	SPAN 262	Medieval Renaissance Studies							
1499	SPAN 263	Latin American Studies	Spanish	Women's and Gender Studies					
1500	SPAN 265	Latin American Studies	Spanish						
1482	SPAN 266	Latin American Studies	Spanish						
595	SPAN 268	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
55	SPAN 269	Africana Studies - The Caribbean and Latin America Concentration	Latin American Studies	Spanish					
1502	SPAN 270	Latin American Studies	Spanish						
1897	SPAN 271	Women's and Gender Studies							
1503	SPAN 272	Latin American Studies	Spanish						
1505	SPAN 273	Latin American Studies	Spanish						
1506	SPAN 275	Latin American Studies	Spanish						
1509	SPAN 277	Latin American Studies	Spanish	Women's and Gender Studies					
1510	SPAN 278	Latin American Studies	Medieval Renaissance Studies	Spanish	Women's and Gender Studies				
1511	SPAN 279	Latin American Studies	Spanish						
1512	SPAN 287	Latin American Studies	Spanish						
1513	SPAN 291	Latin American Studies	Spanish	Women's and Gender Studies					
1514	SPAN 293	Latin American Studies	Spanish						
1515	SPAN 299	Latin American Studies	Spanish						
1516	SPAN 301	Latin American Studies	Spanish						
1517	SPAN 302	Latin American Studies	Medieval Renaissance Studies	Spanish					
1518	SPAN 303	Latin American Studies	Spanish						
199	SPAN 305	American Studies	Architecture	Latin American Studies	Spanish				
1519	SPAN 307	Latin American Studies	Medieval Renaissance Studies	Spanish					
1520	SPAN 308	Latin American Studies	Medieval Renaissance Studies	Spanish					
1521	SPAN 309	Latin American Studies	Spanish						
1484	SPAN 310	Latin American Studies	Spanish						
1522	SPAN 311	Latin American Studies	Spanish						
596	SPAN 315	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
1524	SPAN 317	Latin American Studies	Spanish						
1525	SPAN 318	Latin American Studies	Medieval Renaissance Studies	Spanish					
1526	SPAN 319	Latin American Studies	Spanish						
1527	SPAN 322	Latin American Studies	Spanish						
1528	SPAN 323	Latin American Studies	Spanish						
1529	SPAN 324	Latin American Studies	Spanish						
1530	SPAN 325	Latin American Studies	Medieval Renaissance Studies	Spanish					
1898	SPAN 327	Women's and Gender Studies							
1531	SPAN 329	Latin American Studies	Spanish						
1532	SPAN 335	Latin American Studies	Spanish						
1533	SPAN 344	Latin American Studies	Spanish						
1534	SPAN 350	Latin American Studies	Spanish						
1535	SPAN 350H	Latin American Studies	Spanish						
1536	SPAN 360	Latin American Studies	Spanish						
1537	SPAN 370	Latin American Studies	Spanish						
1538	SPAN 377	Latin American Studies	Spanish						
831	STAT 101	Data Science							
1054	STAT 160	Environmental Studies							
832	STAT 218	Data Science	Mathematics	Neuroscience					
841	STAT 220	Data Science	Mathematics						
842	STAT 221	Data Science	Mathematics						
843	STAT 228	Data Science	Mathematics						
838	STAT 260	Data Science	Environmental Studies	Mathematics	Neuroscience	Psychology			
845	STAT 309	Data Science							
839	STAT 318	Data Science	Mathematics						
1055	SUST 201	Environmental Studies							
1056	SUST 301	Environmental Studies							
2	SWA 101	Africana Studies - Africa Concentration	Africana Studies - General Africana Studies Concentration	Africana Studies - The Caribbean and Latin America Concentration	Africana Studies - United States Concentration				
3	SWA 102	Africana Studies - Africa Concentration	Africana Studies - General Africana Studies Concentration	Africana Studies - The Caribbean and Latin America Concentration	Africana Studies - United States Concentration				
6	SWA 120	Africana Studies - Africa Concentration	Africana Studies - General Africana Studies Concentration	Africana Studies - The Caribbean and Latin America Concentration	Africana Studies - United States Concentration				
25	SWA 201	Africana Studies - Africa Concentration							
26	SWA 202	Africana Studies - Africa Concentration							
4	SWA 203	Africana Studies - Africa Concentration	Africana Studies - General Africana Studies Concentration	Africana Studies - The Caribbean and Latin America Concentration	Africana Studies - United States Concentration				
7	SWA 220	Africana Studies - Africa Concentration	Africana Studies - General Africana Studies Concentration	Africana Studies - The Caribbean and Latin America Concentration	Africana Studies - United States Concentration				
1873	THST 101Y	Theatre Studies							
1870	THST 104	Theatre Studies							
1874	THST 106	Theatre Studies							
1875	THST 106Y	Theatre Studies							
1876	THST 109	Theatre Studies							
1857	THST 155	Theatre Studies							
1877	THST 155H	Theatre Studies							
1465	THST 200	Jewish Studies	Media Arts and Sciences	Theatre Studies	Women's and Gender Studies				
1856	THST 204	Theatre Studies							
1864	THST 206	Theatre Studies							
1572	THST 207	Media Arts and Sciences	Theatre Studies						
597	THST 209	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Theatre Studies				
200	THST 210	American Studies	Architecture						
1871	THST 212	Theatre Studies	Women's and Gender Studies						
1858	THST 214	Theatre Studies							
1878	THST 214H	Theatre Studies							
201	THST 215	American Studies	Architecture	Theatre Studies					
1023	THST 221	English and Creative Writing	Theatre Studies						
1868	THST 222	Theatre Studies							
1872	THST 245	Theatre Studies							
1880	THST 250	Theatre Studies							
1879	THST 250G	Theatre Studies							
1881	THST 250H	Theatre Studies							
726	THST 251	Comparative Literary Studies	East Asian Languages and Cultures	East Asian Studies					
1859	THST 276	Theatre Studies							
1869	THST 300	Theatre Studies							
1860	THST 305	Theatre Studies							
1865	THST 306	Theatre Studies							
1861	THST 310	Theatre Studies							
1862	THST 315	Theatre Studies							
1866	THST 321	Theatre Studies							
1863	THST 345	Theatre Studies							
1882	THST 350	Theatre Studies							
1883	THST 350G	Theatre Studies							
1884	THST 350H	Theatre Studies							
1892	THST 353	Women's and Gender Studies							
1867	THST 355	Theatre Studies							
1885	THST 360	Theatre Studies							
1886	THST 370	Theatre Studies							
1903	WGST 100Y	Women's and Gender Studies							
952	WGST 102Y	Education Studies	Women's and Gender Studies						
1006	WGST 108	Education Studies	International Relations - Economics	Women's and Gender Studies					
1904	WGST 120	Women's and Gender Studies							
1353	WGST 121	International Relations - Economics	Women's and Gender Studies						
1408	WGST 205	International Relations - History	International Relations - Political Science	Women's and Gender Studies					
1899	WGST 210	Women's and Gender Studies							
184	WGST 211	American Studies	Architecture	Education Studies	International Relations - Economics	Women's and Gender Studies			
1354	WGST 214	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
1355	WGST 215	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
202	WGST 216	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Women's and Gender Studies	
203	WGST 217	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies	
204	WGST 218	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Women's and Gender Studies	
205	WGST 219	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
206	WGST 220	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
1007	WGST 221	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies			
207	WGST 222	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
100	WGST 223	American Studies	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
208	WGST 224	American Studies	Anthropology	Architecture	Education Studies	International Relations - History	International Relations - Political Science	Women's and Gender Studies	
1357	WGST 225	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
209	WGST 226	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
1358	WGST 230	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
160	WGST 240	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Women's and Gender Studies	
1409	WGST 245	International Relations - History	International Relations - Political Science						
102	WGST 249	American Studies	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
1410	WGST 250	International Relations - History	International Relations - Political Science	Women's and Gender Studies					
1411	WGST 250H	International Relations - History	International Relations - Political Science	Women's and Gender Studies					
1359	WGST 255	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
1905	WGST 260	Women's and Gender Studies							
1900	WGST 264	Women's and Gender Studies							
1901	WGST 265	Women's and Gender Studies							
590	WGST 274	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
1360	WGST 296	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
1057	WGST 302	Environmental Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies			
210	WGST 305	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
187	WGST 306	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
1361	WGST 307	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
1362	WGST 310	International Relations - Economics	International Relations - History	International Relations - Political Science					
192	WGST 311	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies	
1412	WGST 313	International Relations - History	International Relations - Political Science	Women's and Gender Studies					
1363	WGST 314	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
211	WGST 320	American Studies	Anthropology	Architecture	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
1350	WGST 322	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
1364	WGST 325	International Relations - Economics	International Relations - History	International Relations - Political Science					
212	WGST 326	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Women's and Gender Studies
1365	WGST 328	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
1367	WGST 341	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
1902	WGST 342	Women's and Gender Studies							
1413	WGST 350	International Relations - History	International Relations - Political Science	Women's and Gender Studies					
1414	WGST 350H	International Relations - History	International Relations - Political Science	Women's and Gender Studies					
1415	WGST 360	International Relations - History	International Relations - Political Science	Women's and Gender Studies					
1416	WGST 370	International Relations - History	International Relations - Political Science	Women's and Gender Studies					
310	WRIT 107	Art History							
1008	WRIT 110	Education Studies	Women's and Gender Studies						
968	WRIT 114	Education Studies	Philosophy						
1180	WRIT 115	Studio Art - students entering before Fall 2021							
1009	WRIT 120	English	English and Creative Writing						
1594	WRIT 141	Medieval Renaissance Studies							
1595	WRIT 143	Medieval Renaissance Studies							
1596	WRIT 147	Medieval Renaissance Studies							
370	WRIT 149	Art History							
1597	WRIT 153	Medieval Renaissance Studies							
1058	WRIT 162	Environmental Studies							
1059	WRIT 171	Environmental Studies							
1598	WRIT 187	Medieval Renaissance Studies							
1385	WRIT 277	International Relations - History	International Relations - Political Science						
189	WRIT 307	American Studies	Architecture						
